Time,ccAnacapaREL,ccBajaCalif,ccChannelABSOLUTE,ccSanMiguelREL,ccSantaCruzREL,ccSantaRosaREL,con,disaster,ElNinoEventThisYear,ElNinoModelMemoryEventLastYear,ElNinoProbability,FINAL TIME,"flow2-1","flow2-3","flow2-4","flow2-5","flow3-1","flow3-2","flow3-4","flow3-5","flow4-1","flow4-2","flow4-3","flow4-5","flow5-1","flow5-2","flow5-3","flow5-4",flowAlaska,flowChannelBypass,flowChannelIslands,flowHawaii,INITIAL TIME,LaNinaEventThisYear,LaNinaModelMemoryEventLastYear,LaNinaProbability,LogicalAndElNinoThisYearAndLastYear,LogicalAndLaNinaThisYearAndLastYear,"migrationBypass%",mixer2,mixer3,mixer4,mixer5,pop2Anacapa,pop3SantaCruz,pop4SantaRosa,pop5SanMiguel,popAlaska,popBajaCalif,SAVEPER,TIME STEP
75,100,5000,500,100,150,150,1,0,0,0,,,3.86679,0.138008,0.457158,0.380121,3.92044,0.987958,0.309711,0.921621,1.20578,0.280169,0.543522,1.20141,53.0962,3.48082,2.38461,2.29414,5137.35,4786.92,213.085,137.349,,0,0,,0,0,0.957383,,,,,103.867,153.92,151.206,153.096,5000,5137.35,1,
76,150,7500,750,150,225,225,1.5,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,157.429,8.9739,0.144805,4.55956,4711.66,4664.68,335.32,0,,0,0,,1,0,0.932936,,,,,103.774,150.847,151.036,307.429,5000,4711.66,1,
77,150,7500,750,150,225,225,1.5,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,321.642,11.805,10.7933,5.89973,4822.11,4933.87,66.1269,0,,0,0,,1,0,0.986775,,,,,112.748,150.992,155.595,471.642,5000,4822.11,1,
78,150,7500,750,150,225,225,1.5,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,37.6288,0.0553748,2.31967,2.6791,5255.51,4823.32,176.675,0,,0,0,,1,0,0.964665,,,,,124.553,161.785,161.495,187.629,5000,5255.51,1,
79,150,7500,750,150,225,225,1.5,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,171.621,0.296345,2.28847,9.58526,4860.95,4754.33,245.672,0,,0,0,,1,0,0.950866,,,,,124.608,164.105,164.174,321.621,5000,4860.95,1,
80,100,5000,500,100,150,150,1,0,0,0,,,24.9043,0.169847,0.53608,0.749216,16.3931,0.132802,1.40799,1.31747,23.7596,1.4194,1.48364,0.0162877,283.501,3.71296,4.54919,3.38799,4925.95,4867.97,132.026,0,,0,0,,0,0,0.973595,,,,,124.904,166.393,173.76,383.501,5000,4925.95,1,
81,100,5000,500,100,150,150,1,0,0,0,,,3.81003,0.817398,0.890074,0.891053,3.34442,0.708749,0.743273,0.881265,2.41272,0.0341907,0.868111,1.05156,122.459,3.60393,4.99815,5.03956,5216.53,4847.61,152.392,216.533,,0,0,,0,0,0.969522,,,,,103.81,153.344,152.413,222.459,5000,5216.53,1,
82,125,6250,625,125,187.5,187.5,1.25,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,116.574,0.818568,4.46915,2.77305,4763.1,4810.57,189.431,0,,1,0,,0,1,0.962114,,,,,101.748,154.35,154.719,241.574,5000,4763.1,1,
83,50,2500,250,50,75,75,0.5,0.5,1,0,,,52.5669,0.16743,0.110648,1.01084,83.8195,0.964557,1.35119,0.525192,82.4921,0.217225,0.786406,0.70279,256.37,3.25829,1.43665,4.08735,4927.14,4666.36,333.641,2427.14,,0,1,,1,1,0.933272,,,,,102.567,158.82,157.492,306.37,5000,4927.14,1,
84,150,7500,750,150,225,225,1.5,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,227.097,9.03239,8.38177,8.46481,2714.46,4764.32,235.676,0,,0,0,,1,0,0.952865,,,,,53.1511,74.5496,78.8428,377.097,5000,2714.46,1,
85,100,5000,500,100,150,150,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,259.797,9.18956,3.82707,9.91498,4991.42,4765.68,234.32,0,,0,0,,0,0,0.953136,,,,,62.1835,82.9313,87.3076,359.797,5000,4991.42,1,
86,100,5000,500,100,150,150,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,211.389,0.187191,2.89954,6.63382,5025.48,4671.67,328.335,25.4766,,0,0,,0,0,0.934333,,,,,71.3731,86.7584,97.2225,311.389,5000,5025.48,1,
87,100,5000,500,100,150,150,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,318.615,1.41639,10.9196,3.83517,4857.58,4626.63,373.374,0,,0,0,,0,0,0.925325,,,,,71.5603,89.6579,103.856,418.615,5000,4857.58,1,
88,150,7500,750,150,225,225,1.5,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,307.203,10.1475,12.1772,2.11149,4945.24,4750.31,249.69,0,,0,0,,1,0,0.950062,,,,,72.9767,100.578,107.692,457.203,5000,4945.24,1,
89,125,6250,625,125,187.5,187.5,1.25,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,250.253,6.00418,3.20599,10.0079,5057.51,4561.14,438.863,0,,1,0,,1,1,0.912227,,,,,83.1242,112.755,109.803,375.253,5000,5057.51,1,
90,50,2500,250,50,75,75,0.5,0.5,1,0,,,39.1283,0.591589,0.665776,0.761592,40.9607,0.591535,0.563306,0.670006,44.8109,0.274181,0.708357,0.805389,494.645,7.14143,2.13228,1.4729,4811.39,4768.59,231.412,2311.39,,0,1,,1,1,0.953718,,,,,89.1283,115.961,119.811,544.645,5000,4811.39,1,
91,150,7500,750,150,225,225,1.5,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,122.902,5.18798,2.04454,5.98675,3076.74,4866.68,133.32,0,,0,0,,1,0,0.973336,,,,,55.9882,76.6074,75.914,272.902,5000,3076.74,1,
92,150,7500,750,150,225,225,1.5,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,120.101,1.78853,3.73844,7.18173,4989.58,4777.22,222.776,0,,0,0,,1,0,0.955445,,,,,61.1762,78.6519,81.9008,270.101,5000,4989.58,1,
93,150,7500,750,150,225,225,1.5,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,210.067,1.58954,4.21704,6.05368,4897.33,4749.33,250.675,0,,0,0,,1,0,0.949865,,,,,62.9647,82.3904,89.0825,360.067,5000,4897.33,1,
94,100,5000,500,100,150,150,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,288.815,3.79369,2.24653,6.79247,4959.39,4952.91,47.0898,0,,0,0,,0,0,0.990582,,,,,64.5542,86.6074,95.1362,388.815,5000,4959.39,1,
95,100,5000,500,100,150,150,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,34.2571,0.328399,1.10596,0.44462,5241.72,4713.75,286.246,241.725,,0,0,,0,0,0.942751,,,,,68.3479,88.8539,101.929,134.257,5000,5241.72,1,
96,100,5000,500,100,150,150,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,284.367,6.09595,4.99213,9.83891,4506.29,4910.14,89.8582,0,,0,0,,0,0,0.982028,,,,,68.6763,89.9599,102.373,384.367,5000,4506.29,1,
97,100,5000,500,100,150,150,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,68.9312,2.71993,0.815799,4.76806,5194.51,4611.01,388.99,194.509,,0,0,,0,0,0.922202,,,,,74.7723,94.952,112.212,168.931,5000,5194.51,1,
98,100,5000,500,100,150,150,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,380.686,10.1724,6.31107,8.79199,4485.43,4593.34,406.656,0,,0,0,,0,0,0.918669,,,,,77.4922,95.7678,116.98,480.686,5000,4485.43,1,
99,100,5000,500,100,150,150,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,381.381,7.88154,13.877,13.9513,4974.03,4882.02,117.978,0,,0,0,,0,0,0.976404,,,,,87.6646,102.079,125.772,481.381,5000,4974.03,1,
100,100,5000,500,100,150,150,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,82.268,3.60517,5.37253,3.91981,5263.4,4579.74,420.263,263.403,,0,0,,0,0,0.915947,,,,,95.5462,115.956,139.724,182.268,5000,5263.4,1,
