Time,ccAnacapaREL,ccBajaCalif,ccChannelABSOLUTE,ccSanMiguelREL,ccSantaCruzREL,ccSantaRosaREL,con,disaster,ElNinoEventThisYear,ElNinoModelMemoryEventLastYear,ElNinoProbability,FINAL TIME,"flow2-1","flow2-3","flow2-4","flow2-5","flow3-1","flow3-2","flow3-4","flow3-5","flow4-1","flow4-2","flow4-3","flow4-5","flow5-1","flow5-2","flow5-3","flow5-4",flowAlaska,flowChannelBypass,flowChannelIslands,flowHawaii,INITIAL TIME,LaNinaEventThisYear,LaNinaModelMemoryEventLastYear,LaNinaProbability,LogicalAndElNinoThisYearAndLastYear,LogicalAndLaNinaThisYearAndLastYear,"migrationBypass%",mixer2,mixer3,mixer4,mixer5,pop2Anacapa,pop3SantaCruz,pop4SantaRosa,pop5SanMiguel,popAlaska,popBajaCalif,SAVEPER,TIME STEP
80,100,5000,500,100,150,150,1,0,0,0,,,2.13943,1.00037,0.631678,0.742767,7.98772,0.405699,1.17367,0.470086,0.686981,0.780699,0.780667,0.689682,407.221,4.96287,5.47282,9.36052,4684.65,4830.96,169.042,0,,0,0,,0,0,0.966192,,,,,102.139,157.988,150.687,507.221,5000,4684.65,1,
81,100,5000,500,100,150,150,1,0,0,0,,,3.77446,0.805265,0.676787,0.0378175,5.20439,0.0479679,0.543787,0.378495,8.91483,0.195758,0.411373,1.47549,151.148,3.50152,3.25988,7.4676,5248.99,4719.81,280.19,248.994,,0,0,,0,0,0.943962,,,,,103.774,155.204,158.915,251.148,5000,5248.99,1,
82,125,6250,625,125,187.5,187.5,1.25,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,242.853,6.23538,9.41527,1.15431,4639.86,4591.16,408.836,0,,1,0,,0,1,0.918233,,,,,102.225,153.506,156.606,367.853,5000,4639.86,1,
83,125,6250,625,125,187.5,187.5,1.25,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,392.031,15.1111,11.9065,1.74819,4834.02,4724.74,275.259,0,,0,1,,0,1,0.944948,,,,,108.461,162.922,157.76,517.031,5000,4834.02,1,
84,100,5000,500,100,150,150,1,0,0,0,,,23.5719,0.29196,0.272723,0.64978,24.828,0.645009,1.59524,0.6138,9.50806,0.478785,0.139956,1.16711,271.494,4.58879,3.52449,6.28247,5116.77,4818.84,181.159,116.771,,0,0,,0,0,0.963768,,,,,123.572,174.828,159.508,371.494,5000,5116.77,1,
85,100,5000,500,100,150,150,1,0,0,0,,,4.49812,0.53956,0.579685,0.667548,1.10236,1.45574,1.30353,0.342671,6.36459,0.104375,0.0738948,1.35091,169.194,3.31966,3.45779,7.59779,5031.47,4761.35,238.654,31.4712,,0,0,,0,0,0.952269,,,,,104.498,151.102,156.365,269.194,5000,5031.47,1,
86,100,5000,500,100,150,150,1,0,0,0,,,3.09298,0.894845,0.834709,0.994682,0.969299,0.0426808,1.15345,1.31256,7.95183,0.645769,0.967617,0.222864,226.64,2.85075,4.04168,1.875,4911.03,4935.22,64.7831,0,,0,0,,0,0,0.987043,,,,,103.093,150.969,157.952,326.64,5000,4911.03,1,
87,100,5000,500,100,150,150,1,0,0,0,,,0.814964,0.65418,0.636963,0.397935,3.39545,0.269248,0.122294,0.867674,2.02692,1.05322,0.130884,0.356163,58.5458,1.27545,1.18446,1.30249,5173.87,4854.31,145.688,173.871,,0,0,,0,0,0.970862,,,,,100.815,153.395,152.027,158.546,5000,5173.87,1,
88,100,5000,500,100,150,150,1,0,0,0,,,0.908836,0.726242,0.429092,0.374574,0.710312,1.26953,1.47929,1.07206,0.521484,1.34211,0.440678,1.28142,143.548,0.575161,0.286346,6.32451,4745.22,4813.4,186.6,0,,0,0,,0,0,0.96268,,,,,100.909,150.71,150.521,243.548,5000,4745.22,1,
89,100,5000,500,100,150,150,1,0,0,0,,,1.65688,0.379033,0.872121,0.204441,0,0,0,0,5.16869,1.43412,0.158444,0.163941,182.142,7.4123,0.207554,4.61391,4959.09,4974.67,25.3266,0,,0,0,,0,0,0.994935,,,,,101.657,147.632,155.169,282.142,5000,4959.09,1,
90,100,5000,500,100,150,150,1,0,0,0,,,7.39082,0.692316,0.0778729,0.640346,0,0,0,0,3.72952,0.481307,0.512585,0.0951186,13.4612,3.26204,3.16483,2.68966,5163.64,4506.93,493.073,163.641,,0,0,,0,0,0.901385,,,,,107.391,148.377,153.73,113.461,5000,5163.64,1,
91,100,5000,500,100,150,150,1,0,0,0,,,2.33282,0.356708,1.0218,0.933895,2.74715,0.916924,0.898842,0.474982,1.67853,0.739777,0.855659,0.160768,484.692,7.04424,0.373297,16.378,4367.87,4756.58,243.422,0,,0,0,,0,0,0.951316,,,,,102.333,152.747,151.679,584.692,5000,4367.87,1,
92,150,7500,750,150,225,225,1.5,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,171.196,8.72343,0.72465,1.24872,5248.03,4526.66,473.34,0,,0,0,,1,0,0.905332,,,,,106.389,149.295,166.542,321.196,5000,5248.03,1,
93,150,7500,750,150,225,225,1.5,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,462.643,11.9472,5.1635,1.11861,4697.86,4786.74,213.262,0,,0,0,,1,0,0.957348,,,,,115.112,150.02,167.791,612.643,5000,4697.86,1,
94,100,5000,500,100,150,150,1,0,0,0,,,27.0592,0.516964,0.0172125,0.86606,5.18307,1.14058,1.17503,1.29005,18.9097,0.355215,1.08392,0.145851,245.033,4.22854,0.0838193,9.45866,5249.38,4615.02,384.985,249.381,,0,0,,0,0,0.923003,,,,,127.059,155.183,168.91,345.033,5000,5249.38,1,
95,100,5000,500,100,150,150,1,0,0,0,,,4.3241,0.280098,0.00569275,0.163028,0,0,0,0,9.06592,0.313326,1.37955,0.0471845,373.516,2.06562,5.70895,1.76541,4661.82,4837.07,162.932,0,,0,0,,0,0,0.967414,,,,,104.324,148.079,159.066,473.516,5000,4661.82,1,
96,100,5000,500,100,150,150,1,0,0,0,,,1.93013,0.225892,0.38952,0.134701,5.44763,0.827205,1.05886,1.22448,0.0310516,1.49166,0.161502,0.382161,153.602,3.29934,0.594809,3.43141,5223.97,4967.58,32.4202,223.974,,0,0,,0,0,0.993516,,,,,101.93,155.448,150.031,253.602,5000,5223.97,1,
97,100,5000,500,100,150,150,1,0,0,0,,,4.86809,0.375716,0.450607,0.38043,0,0,0,0,2.84448,0.262134,0.859635,0.950368,26.8359,0.186709,2.14929,2.97209,4904.62,4687.17,312.834,0,,0,0,,0,0,0.937433,,,,,104.868,147.872,152.844,126.836,5000,4904.62,1,
98,100,5000,500,100,150,150,1,0,0,0,,,0,0,0,0,1.2563,1.218,1.08746,0.023516,1.35057,1.13894,0.645382,0.803529,308.857,0.290566,6.87986,10.9686,4721.71,4921.81,78.187,0,,0,0,,0,0,0.984363,,,,,99.2421,151.256,151.351,408.857,5000,4721.71,1,
99,100,5000,500,100,150,150,1,0,0,0,,,1.8896,0.659897,0.944331,0.181883,5.19627,0.358399,1.29713,0.382402,9.46826,0.322957,0.946915,0.828149,60.875,2.78209,3.70929,1.68044,5233.28,4730.54,269.456,233.277,,0,0,,0,0,0.946109,,,,,101.89,155.196,159.468,160.875,5000,5233.28,1,
100,150,7500,750,150,225,225,1.5,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,212.677,9.62038,8.96024,10.3737,4574.7,4865.75,134.25,0,,0,0,,1,0,0.97315,,,,,101.677,153.278,151.824,362.677,5000,4574.7,1,
